positionId,positionName,committeeId,committeeName,schoolId,schoolName,,,,,,In DB,,,,school,,,,
482,Álvaro Obregón,82,Mexican Constitutional Congress (1917),117,Greenwich Academy,,,,,,,,,,,,,,
735,Jacques Derrida,89,Post-Colonial Algeria (1962),117,Greenwich Academy,,,,,,,,,,,,,,
746,Jean Pélégri,89,Post-Colonial Algeria (1962),117,Greenwich Academy,,,,,,,,,,,,,,
467,Ward 4: Councilman Elias Hargrave,78,Providence City Council (1975),117,Greenwich Academy,,,,,,,,,,,,,,
677,Edward F. Underhill,87,Seneca Falls Convention (1848),117,Greenwich Academy,,,,,,,,,,,,,,
664,Elizabeth Cady Stanton,87,Seneca Falls Convention (1848),117,Greenwich Academy,,,,,,,,,,,,,,
404,Brazil,108,"United Nations Educational, Scientific, and Cultural Organization",117,Greenwich Academy,,,,,,,,,,,,,,
422,United States of America,108,"United Nations Educational, Scientific, and Cultural Organization",117,Greenwich Academy,,,,,,,,,,,,,,
77,Djibouti,98,United Nations Human Rights Council,117,Greenwich Academy,,,,,,,,,,,,,,
82,Ireland,98,United Nations Human Rights Council,117,Greenwich Academy,,,,,,,,,,,,,,
581,Singapore,95,Accelerando 2030,109,Guilderland High School,,,,,,,,,,,,,,
547,"Philip Hammond, Chancellor of the Exchequer",93,Brexit,109,Guilderland High School,,,,,,,,,,,,,,
636,Argentina,84,Congress of Panama (1826),109,Guilderland High School,,,,,,,,,,,,,,
511,Comte de Mirabeau,80,Estates General (1789),109,Guilderland High School,,,,,,,,,,,,,,
361,France,105,GA Plenary,109,Guilderland High School,,,,,,,,,,,,,,
370,Mexico,105,GA Plenary,109,Guilderland High School,,,,,,,,,,,,,,
494,María del Refugio García,82,Mexican Constitutional Congress (1917),109,Guilderland High School,,,,,,,,,,,,,,
802,Tunisia,112,Organization of African Unity (1963),109,Guilderland High School,,,,,,,,,,,,,,
808,Somalia,112,Organization of African Unity (1963),109,Guilderland High School,,,,,,,,,,,,,,
765,Federated States of Micronesia,92,Pacific Island Leaders Meeting (2018),109,Guilderland High School,,,,,,,,,,,,,,
745,Ahmed Tewfik El Madani,89,Post-Colonial Algeria (1962),109,Guilderland High School,,,,,,,,,,,,,,
733,Ali Ammar,89,Post-Colonial Algeria (1962),109,Guilderland High School,,,,,,,,,,,,,,
473,Ward 10: Councilman Paul Ricci,78,Providence City Council (1975),109,Guilderland High School,,,,,,,,,,,,,,
444,Madagascar,111,Special Political and Decolonization Committee,109,Guilderland High School,,,,,,,,,,,,,,
457,Pakistan,111,Special Political and Decolonization Committee,109,Guilderland High School,,,,,,,,,,,,,,
618,Bellamy Storer,77,The Gilded Age (1892),109,Guilderland High School,,,,,,,,,,,,,,
614,William Simon U’Ren,77,The Gilded Age (1892),109,Guilderland High School,,,,,,,,,,,,,,
328,Yemen,103,United Nations Economic and Social Council,109,Guilderland High School,,,,,,,,,,,,,,
326,USA,103,United Nations Economic and Social Council,109,Guilderland High School,,,,,,,,,,,,,,
213,Russian Federation,102,United Nations Environmental Programme,109,Guilderland High School,,,,,,,,,,,,,,
220,Czechia ,102,United Nations Environmental Programme,109,Guilderland High School,,,,,,,,,,,,,,
106,Trinidad and Tobago ,110,United Nations High Commissioner for Refugees,109,Guilderland High School,,,,,,,,,,,,,,
270,France,106,United Nations International Children’s Emergency Fund,109,Guilderland High School,,,,,,,,,,,,,,
274,Estonia,106,United Nations International Children’s Emergency Fund,109,Guilderland High School,,,,,,,,,,,,,,
575,Nigeria,95,Accelerando 2030,104,Herricks High School,,,,,,,,,,,,,,
597,Position 10,81,Ad-Hoc,104,Herricks High School,,,,,,,,,,,,,,
30,Togo ,109,African Union,104,Herricks High School,,,,,,,,,,,,,,
24,Rwanda,109,African Union,104,Herricks High School,,,,,,,,,,,,,,
551,"James Brokenshire, Secretary of State for Northern Ireland",93,Brexit,104,Herricks High School,,,,,,,,,,,,,,
530,Patrick Leahy - Vermont,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),104,Herricks High School,,,,,,,,,,,,,,
497,Antoine Eleonor Leon Leclerc de Juign,80,Estates General (1789),104,Herricks High School,,,,,,,,,,,,,,
795,Wilhelm Wolff,113,Frankfurt Parliament (1848),104,Herricks High School,,,,,,,,,,,,,,
787,Heinrich von Gagern,113,Frankfurt Parliament (1848),104,Herricks High School,,,,,,,,,,,,,,
368,Japan,105,GA Plenary,104,Herricks High School,,,,,,,,,,,,,,
364,Brazil,105,GA Plenary,104,Herricks High School,,,,,,,,,,,,,,
484,"Mauro Loyo Sánchez, Governor of Veracruz",82,Mexican Constitutional Congress (1917),104,Herricks High School,,,,,,,,,,,,,,
806,Libya,112,Organization of African Unity (1963),104,Herricks High School,,,,,,,,,,,,,,
800,Senegal,112,Organization of African Unity (1963),104,Herricks High School,,,,,,,,,,,,,,
776,Tonga,92,Pacific Island Leaders Meeting (2018),104,Herricks High School,,,,,,,,,,,,,,
777,Tuvalu,92,Pacific Island Leaders Meeting (2018),104,Herricks High School,,,,,,,,,,,,,,
845,DAWN 1,83,Press Corps (2019),104,Herricks High School,,,,,,,,,,,,,,
852,China Daily 2,83,Press Corps (2019),104,Herricks High School,,,,,,,,,,,,,,
474,Ward 11: Councilwoman Agatha Sachs,78,Providence City Council (1975),104,Herricks High School,,,,,,,,,,,,,,
449,Germany ,111,Special Political and Decolonization Committee,104,Herricks High School,,,,,,,,,,,,,,
454,Libya,111,Special Political and Decolonization Committee,104,Herricks High School,,,,,,,,,,,,,,
621,Collis Potter Huntington,77,The Gilded Age (1892),104,Herricks High School,,,,,,,,,,,,,,
612,Oliver Kelley,77,The Gilded Age (1892),104,Herricks High School,,,,,,,,,,,,,,
265,Iran,107,UN Women,104,Herricks High School,,,,,,,,,,,,,,
262,Sweden,107,UN Women,104,Herricks High School,,,,,,,,,,,,,,
321,Serbia,103,United Nations Economic and Social Council,104,Herricks High School,,,,,,,,,,,,,,
318,Portugal,103,United Nations Economic and Social Council,104,Herricks High School,,,,,,,,,,,,,,
236,Morocco,102,United Nations Environmental Programme,104,Herricks High School,,,,,,,,,,,,,,
210,United Kingdom,102,United Nations Environmental Programme,104,Herricks High School,,,,,,,,,,,,,,
100,United Kingdom,110,United Nations High Commissioner for Refugees,104,Herricks High School,,,,,,,,,,,,,,
102,China,110,United Nations High Commissioner for Refugees,104,Herricks High School,,,,,,,,,,,,,,
70,United Kingdom,98,United Nations Human Rights Council,104,Herricks High School,,,,,,,,,,,,,,
73,France,98,United Nations Human Rights Council,104,Herricks High School,,,,,,,,,,,,,,
280,Morocco,106,United Nations International Children’s Emergency Fund,104,Herricks High School,,,,,,,,,,,,,,
286,Sudan,106,United Nations International Children’s Emergency Fund,104,Herricks High School,,,,,,,,,,,,,,
343,Malta,100,United Nations Office on Drugs and Crime,104,Herricks High School,,,,,,,,,,,,,,
353,Syria,100,United Nations Office on Drugs and Crime,104,Herricks High School,,,,,,,,,,,,,,
151,Vietnam,96,World Health Organization,104,Herricks High School,,,,,,,,,,,,,,
147,Chile,96,World Health Organization,104,Herricks High School,,,,,,,,,,,,,,
154,Somalia,96,World Health Organization,104,Herricks High School,,,,,,,,,,,,,,
574,Republic of South Africa,95,Accelerando 2030,94,Hopkins School ,,,,,,,,,,,,,,
522,Pierre Joseph Cambon,80,Estates General (1789),94,Hopkins School ,,,,,,,,,,,,,,
705,Russia,85,UN Climate Change Conference (2020),94,Hopkins School ,,,,,,,,,,,,,,
726,Democratic Republic of the Congo,85,UN Climate Change Conference (2020),94,Hopkins School ,,,,,,,,,,,,,,
114,Algeria,110,United Nations High Commissioner for Refugees,94,Hopkins School ,,,,,,,,,,,,,,
117,Egypt,110,United Nations High Commissioner for Refugees,94,Hopkins School ,,,,,,,,,,,,,,
356,Yemen,100,United Nations Office on Drugs and Crime,94,Hopkins School ,,,,,,,,,,,,,,
349,People's Republic of China,100,United Nations Office on Drugs and Crime,94,Hopkins School ,,,,,,,,,,,,,,
749,Germany,94,Tokyo Trials (1946-48),140,J.P. McCaskey High School,,,,,,,,,,,,,,
690,Ambassador Pugliesi,88,Congress of Lutsk (1429) ,115,King School,,,,,,,,,,,,,,
692,Delegate Adelbrand,88,Congress of Lutsk (1429) ,115,King School,,,,,,,,,,,,,,
638,United States,84,Congress of Panama (1826),115,King School,,,,,,,,,,,,,,
630,France,84,Congress of Panama (1826),115,King School,,,,,,,,,,,,,,
525,Robert Byrd - West Virginia,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),115,King School,,,,,,,,,,,,,,
166,Denmark,99,European Union,115,King School,,,,,,,,,,,,,,
176,Lithuania,99,European Union,115,King School,,,,,,,,,,,,,,
791,Ludwig von der Pfordten,113,Frankfurt Parliament (1848),115,King School,,,,,,,,,,,,,,
793,Prince Felix of Schwarzenberg,113,Frankfurt Parliament (1848),115,King School,,,,,,,,,,,,,,
734,Zohra Drif,89,Post-Colonial Algeria (1962),115,King School,,,,,,,,,,,,,,
741,Hocine Ait Ahmed,89,Post-Colonial Algeria (1962),115,King School,,,,,,,,,,,,,,
478,Ward 15: Councilwoman Jennifer Tyler,78,Providence City Council (1975),115,King School,,,,,,,,,,,,,,
622,Andrew Carnegie,77,The Gilded Age (1892),115,King School,,,,,,,,,,,,,,
625,Leland Stanford,77,The Gilded Age (1892),115,King School,,,,,,,,,,,,,,
302,Finland,103,United Nations Economic and Social Council,115,King School,,,,,,,,,,,,,,
327,Uruguay,103,United Nations Economic and Social Council,115,King School,,,,,,,,,,,,,,
414,Japan,108,"United Nations Educational, Scientific, and Cultural Organization",115,King School,,,,,,,,,,,,,,
415,Kuwait,108,"United Nations Educational, Scientific, and Cultural Organization",115,King School,,,,,,,,,,,,,,
88,Poland,98,United Nations Human Rights Council,115,King School,,,,,,,,,,,,,,
90,Romania,98,United Nations Human Rights Council,115,King School,,,,,,,,,,,,,,
827,Belorussian Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),154,Lincoln School,,,,,,,,,,,,,,
834,Moldavian Soviet Socialist Republic,115,27th Congress of the Communist Party of the Soviet Union (1986),154,Lincoln School,,,,,,,,,,,,,,
12,Ethiopia,109,African Union,154,Lincoln School,,,,,,,,,,,,,,
1,Algeria ,109,African Union,154,Lincoln School,,,,,,,,,,,,,,
193,Egypt,104,Arab League,154,Lincoln School,,,,,,,,,,,,,,
204,Somalia,104,Arab League,154,Lincoln School,,,,,,,,,,,,,,
51,Kuwait,97,Disarmament and International Security Committee,154,Lincoln School,,,,,,,,,,,,,,
48,Germany ,97,Disarmament and International Security Committee,154,Lincoln School,,,,,,,,,,,,,,
175,Latvia,99,European Union,154,Lincoln School,,,,,,,,,,,,,,
184,Slovenia,99,European Union,154,Lincoln School,,,,,,,,,,,,,,
369,Canada,105,GA Plenary,154,Lincoln School,,,,,,,,,,,,,,
384,Ghana,105,GA Plenary,154,Lincoln School,,,,,,,,,,,,,,
28,Sudan,109,African Union,125,Longmeeadow High School,,,,,,,,,,,,,,
14,Ghana,109,African Union,125,Longmeeadow High School,,,,,,,,,,,,,,
44,Russian Federation,97,Disarmament and International Security Committee,125,Longmeeadow High School,,,,,,,,,,,,,,
53,Poland,97,Disarmament and International Security Committee,125,Longmeeadow High School,,,,,,,,,,,,,,
179,Netherlands,99,European Union,125,Longmeeadow High School,,,,,,,,,,,,,,
161,Belgium,99,European Union,125,Longmeeadow High School,,,,,,,,,,,,,,
374,Malawi,105,GA Plenary,125,Longmeeadow High School,,,,,,,,,,,,,,
406,Cuba,108,"United Nations Educational, Scientific, and Cultural Organization",125,Longmeeadow High School,,,,,,,,,,,,,,
224,France,102,United Nations Environmental Programme,125,Longmeeadow High School,,,,,,,,,,,,,,
596,Position 9,81,Ad-Hoc,123,Meridian Academy,,,,,,,,,,,,,,
16,Liberia,109,African Union,123,Meridian Academy,,,,,,,,,,,,,,
8,The Democratic Republic of the Congo ,109,African Union,123,Meridian Academy,,,,,,,,,,,,,,
817,Jamie S. Gorelick,91,Amazon Board of Directors (2019),123,Meridian Academy,,,,,,,,,,,,,,
824,Wendell P. Weeks,91,Amazon Board of Directors (2019),123,Meridian Academy,,,,,,,,,,,,,,
553,"Nigel Dodds, Leader of the Northern Irish Democratic Unionist Party in the House of Commons",93,Brexit,123,Meridian Academy,,,,,,,,,,,,,,
700,Ambassador Vahit,88,Congress of Lutsk (1429) ,123,Meridian Academy,,,,,,,,,,,,,,
685,King Jagiella of Polan,88,Congress of Lutsk (1429) ,123,Meridian Academy,,,,,,,,,,,,,,
635,Brazil,84,Congress of Panama (1826),123,Meridian Academy,,,,,,,,,,,,,,
69,Saudi Arabia,97,Disarmament and International Security Committee,123,Meridian Academy,,,,,,,,,,,,,,
520,Olympe de Gouges,80,Estates General (1789),123,Meridian Academy,,,,,,,,,,,,,,
676,James Mott,87,Seneca Falls Convention (1848),123,Meridian Academy,,,,,,,,,,,,,,
668,Jane Hun,87,Seneca Falls Convention (1848),123,Meridian Academy,,,,,,,,,,,,,,
416,Kyrgyzstan,108,"United Nations Educational, Scientific, and Cultural Organization",123,Meridian Academy,,,,,,,,,,,,,,
417,Norway,108,"United Nations Educational, Scientific, and Cultural Organization",123,Meridian Academy,,,,,,,,,,,,,,
170,Germany,99,European Union,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
397,Saudi Arabia,105,GA Plenary,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
380,Australia,105,GA Plenary,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
732,Ferhat Abbas,89,Post-Colonial Algeria (1962),110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
428,Russian Federation,101,Security Council,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
430,Dominican Republic,101,Security Council,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
455,South Africa,111,Special Political and Decolonization Committee,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
619,George F. Edmunds,77,The Gilded Age (1892),110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
608,George Hoar,77,The Gilded Age (1892),110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
304,Germany,103,United Nations Economic and Social Council,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
309,Luxembourg,103,United Nations Economic and Social Council,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
217,India,102,United Nations Environmental Programme,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
223,Finland,102,United Nations Environmental Programme,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
290,Lithuania,106,United Nations International Children’s Emergency Fund,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
273,Denmark,106,United Nations International Children’s Emergency Fund,110,Michael E. DeBakey High School for Health Professions,,,,,,,,,,,,,,
548,"David Davis, Secretary of State for Exiting the European Union",93,Brexit,106,Millbrook School,,,,,,,,,,,,,,
503,César-Cassini de Rivéry,80,Estates General (1789),106,Millbrook School,,,,,,,,,,,,,,
490,Hermila Galindo Acosta,82,Mexican Constitutional Congress (1917),106,Millbrook School,,,,,,,,,,,,,,
799,Egypt,112,Organization of African Unity (1963),106,Millbrook School,,,,,,,,,,,,,,
798,Nigeria,112,Organization of African Unity (1963),106,Millbrook School,,,,,,,,,,,,,,
851,The Guardian 2,83,Press Corps (2019),106,Millbrook School,,,,,,,,,,,,,,
844,China Daily 1,83,Press Corps (2019),106,Millbrook School,,,,,,,,,,,,,,
469,Ward 6: Councilwoman Margaret Kelly,78,Providence City Council (1975),106,Millbrook School,,,,,,,,,,,,,,
620,John D. Rockefeller,77,The Gilded Age (1892),106,Millbrook School,,,,,,,,,,,,,,
623,Horace White,77,The Gilded Age (1892),106,Millbrook School,,,,,,,,,,,,,,
214,Bahrain,102,United Nations Environmental Programme,106,Millbrook School,,,,,,,,,,,,,,
232,Luxembourg,102,United Nations Environmental Programme,106,Millbrook School,,,,,,,,,,,,,,
271,Russian Federation,106,United Nations International Children’s Emergency Fund,106,Millbrook School,,,,,,,,,,,,,,
283,Qatar,106,United Nations International Children’s Emergency Fund,106,Millbrook School,,,,,,,,,,,,,,
536,Charles Mathias Jr. - Maryland,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
45,Belgium ,97,Disarmament and International Security Committee,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
52,Peru,97,Disarmament and International Security Committee,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
501,Charlotte Petit Durand,80,Estates General (1789),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
181,Portugal,99,European Union,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
173,Ireland,99,European Union,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
358,United States,105,GA Plenary,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
393,Algeria,105,GA Plenary,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
742,Danièle Djamila Amrane-Minne,89,Post-Colonial Algeria (1962),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
739,Emmanuel Roblès,89,Post-Colonial Algeria (1962),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
667,Henry Brewster Stanton,87,Seneca Falls Convention (1848),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
663,Frederick Douglass,87,Seneca Falls Convention (1848),121,Montclair Kimberley Academy,,,,,,,,,,,,,,
421,Uganda,108,"United Nations Educational, Scientific, and Cultural Organization",121,Montclair Kimberley Academy,,,,,,,,,,,,,,
413,Iraq,108,"United Nations Educational, Scientific, and Cultural Organization",121,Montclair Kimberley Academy,,,,,,,,,,,,,,
76,Botswana,98,United Nations Human Rights Council,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
93,Sweden,98,United Nations Human Rights Council,121,Montclair Kimberley Academy,,,,,,,,,,,,,,
580,Luxembourg,95,Accelerando 2030,83,New Canaan High School,,,,,,,,,,,,,,
594,Position 7,81,Ad-Hoc,83,New Canaan High School,,,,,,,,,,,,,,
33,Zambia ,109,African Union,83,New Canaan High School,,,,,,,,,,,,,,
35,Burkina Faso ,109,African Union,83,New Canaan High School,,,,,,,,,,,,,,
201,Palestine,104,Arab League,83,New Canaan High School,,,,,,,,,,,,,,
533,Shirley Chisholm - New York,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),83,New Canaan High School,,,,,,,,,,,,,,
516,Joseph Martin-Dauch,80,Estates General (1789),83,New Canaan High School,,,,,,,,,,,,,,
719,Marshall Islands,85,UN Climate Change Conference (2020),83,New Canaan High School,,,,,,,,,,,,,,
713,South Korea,85,UN Climate Change Conference (2020),83,New Canaan High School,,,,,,,,,,,,,,
256,Colombia,107,UN Women,83,New Canaan High School,,,,,,,,,,,,,,
250,Nepal,107,UN Women,83,New Canaan High School,,,,,,,,,,,,,,
212,China,102,United Nations Environmental Programme,83,New Canaan High School,,,,,,,,,,,,,,
235,Vietnam,102,United Nations Environmental Programme,83,New Canaan High School,,,,,,,,,,,,,,
115,Botswana,110,United Nations High Commissioner for Refugees,83,New Canaan High School,,,,,,,,,,,,,,
128,Portugal,110,United Nations High Commissioner for Refugees,83,New Canaan High School,,,,,,,,,,,,,,
96,Hungary ,98,United Nations Human Rights Council,83,New Canaan High School,,,,,,,,,,,,,,
83,Italy,98,United Nations Human Rights Council,83,New Canaan High School,,,,,,,,,,,,,,
276,Germany,106,United Nations International Children’s Emergency Fund,83,New Canaan High School,,,,,,,,,,,,,,
284,Saudi Arabia,106,United Nations International Children’s Emergency Fund,83,New Canaan High School,,,,,,,,,,,,,,
336,Jordan,100,United Nations Office on Drugs and Crime,83,New Canaan High School,,,,,,,,,,,,,,
341,Latvia,100,United Nations Office on Drugs and Crime,83,New Canaan High School,,,,,,,,,,,,,,
155,Nigeria ,96,World Health Organization,83,New Canaan High School,,,,,,,,,,,,,,
142,Libya,96,World Health Organization,83,New Canaan High School,,,,,,,,,,,,,,
133,France,96,World Health Organization,83,New Canaan High School,,,,,,,,,,,,,,
572,Republic of Korea,95,Accelerando 2030,156,Northern Highlands,,,,,,,,,,,,,,
592,Position 5,81,Ad-Hoc,156,Northern Highlands,,,,,,,,,,,,,,
17,Libya,109,African Union,156,Northern Highlands,,,,,,,,,,,,,,
15,Kenya,109,African Union,156,Northern Highlands,,,,,,,,,,,,,,
200,Oman,104,Arab League,156,Northern Highlands,,,,,,,,,,,,,,
191,Comoros,104,Arab League,156,Northern Highlands,,,,,,,,,,,,,,
59,Ethiopia ,97,Disarmament and International Security Committee,156,Northern Highlands,,,,,,,,,,,,,,
42,China,97,Disarmament and International Security Committee,156,Northern Highlands,,,,,,,,,,,,,,
187,Turkey,99,European Union,156,Northern Highlands,,,,,,,,,,,,,,
180,Poland,99,European Union,156,Northern Highlands,,,,,,,,,,,,,,
375,Zimbabwe,105,GA Plenary,156,Northern Highlands,,,,,,,,,,,,,,
366,India,105,GA Plenary,156,Northern Highlands,,,,,,,,,,,,,,
436,Peru,101,Security Council,156,Northern Highlands,,,,,,,,,,,,,,
434,Ivory Coast,101,Security Council,156,Northern Highlands,,,,,,,,,,,,,,
463,Philippines,111,Special Political and Decolonization Committee,156,Northern Highlands,,,,,,,,,,,,,,
461,Turkey,111,Special Political and Decolonization Committee,156,Northern Highlands,,,,,,,,,,,,,,
303,France,103,United Nations Economic and Social Council,156,Northern Highlands,,,,,,,,,,,,,,
560,Yvette Cooper - Chair of the Home Affairs Select Committee,93,Brexit,108,NYC iSchool,,,,,,,,,,,,,,
500,Charles Maurice de Talleyrand-Perigord,80,Estates General (1789),108,NYC iSchool,,,,,,,,,,,,,,
855,Yomiuri Shimbun 2,83,Press Corps (2019),108,NYC iSchool,,,,,,,,,,,,,,
850,Al Jazeera 2,83,Press Corps (2019),108,NYC iSchool,,,,,,,,,,,,,,
471,Ward 8: Councilman Robert Walsh,78,Providence City Council (1975),108,NYC iSchool,,,,,,,,,,,,,,
615,Joseph McKenna,77,The Gilded Age (1892),108,NYC iSchool,,,,,,,,,,,,,,
606,Lincoln Steffens,77,The Gilded Age (1892),108,NYC iSchool,,,,,,,,,,,,,,
297,Brazil,103,United Nations Economic and Social Council,108,NYC iSchool,,,,,,,,,,,,,,
325,United Arab Emirates,103,United Nations Economic and Social Council,108,NYC iSchool,,,,,,,,,,,,,,
225,Germany,102,United Nations Environmental Programme,108,NYC iSchool,,,,,,,,,,,,,,
269,China,106,United Nations International Children’s Emergency Fund,108,NYC iSchool,,,,,,,,,,,,,,
278,Hungary ,106,United Nations International Children’s Emergency Fund,108,NYC iSchool,,,,,,,,,,,,,,
151,Vietnam,96,World Health Organization,108,NYC iSchool,,,,,,,,,,,,,,
526,Joseph Biden - Delaware,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
730,Albert Camus,89,Post-Colonial Algeria (1962),116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
477,Ward 14: Councilman Theodore Brown,78,Providence City Council (1975),116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
671,Hannah Plant,87,Seneca Falls Convention (1848),116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
670,Amy Post,87,Seneca Falls Convention (1848),116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
411,Hungary,108,"United Nations Educational, Scientific, and Cultural Organization",116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
410,Germany,108,"United Nations Educational, Scientific, and Cultural Organization",116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
80,Lebanon,98,United Nations Human Rights Council,116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
91,Slovakia,98,United Nations Human Rights Council,116,NYC Lab School for Collaborative Studies,,,,,,,,,,,,,,
566,Russian Federation,95,Accelerando 2030,130,Oceanside High School,,,,,,,,,,,,,,
604,Position 17,81,Ad-Hoc,130,Oceanside High School,,,,,,,,,,,,,,
32,Uganda,109,African Union,130,Oceanside High School,,,,,,,,,,,,,,
31,Tunisia ,109,African Union,130,Oceanside High School,,,,,,,,,,,,,,
196,Lebanon,104,Arab League,130,Oceanside High School,,,,,,,,,,,,,,
205,Sudan,104,Arab League,130,Oceanside High School,,,,,,,,,,,,,,
47,Equatorial Guinea,97,Disarmament and International Security Committee,130,Oceanside High School,,,,,,,,,,,,,,
68,Egypt,97,Disarmament and International Security Committee,130,Oceanside High School,,,,,,,,,,,,,,
183,Slovakia,99,European Union,130,Oceanside High School,,,,,,,,,,,,,,
169,France,99,European Union,130,Oceanside High School,,,,,,,,,,,,,,
398,Ireland,105,GA Plenary,130,Oceanside High School,,,,,,,,,,,,,,
389,Denmark,105,GA Plenary,130,Oceanside High School,,,,,,,,,,,,,,
425,USA,101,Security Council,130,Oceanside High School,,,,,,,,,,,,,,
426,China,101,Security Council,130,Oceanside High School,,,,,,,,,,,,,,
681,Elizabeth M’Clintock,87,Seneca Falls Convention (1848),130,Oceanside High School,,,,,,,,,,,,,,
673,Richard P. Hunt,87,Seneca Falls Convention (1848),130,Oceanside High School,,,,,,,,,,,,,,
441,Ethiopia,111,Special Political and Decolonization Committee,130,Oceanside High School,,,,,,,,,,,,,,
439,Australia,111,Special Political and Decolonization Committee,130,Oceanside High School,,,,,,,,,,,,,,
305,India,103,United Nations Economic and Social Council,130,Oceanside High School,,,,,,,,,,,,,,
306,Indonesia,103,United Nations Economic and Social Council,130,Oceanside High School,,,,,,,,,,,,,,
420,Spain,108,"United Nations Educational, Scientific, and Cultural Organization",130,Oceanside High School,,,,,,,,,,,,,,
400,Australia,108,"United Nations Educational, Scientific, and Cultural Organization",130,Oceanside High School,,,,,,,,,,,,,,
234,Brazil,102,United Nations Environmental Programme,130,Oceanside High School,,,,,,,,,,,,,,
237,Iran,102,United Nations Environmental Programme,130,Oceanside High School,,,,,,,,,,,,,,
110,Brazil,110,United Nations High Commissioner for Refugees,130,Oceanside High School,,,,,,,,,,,,,,
119,Lebanon,110,United Nations High Commissioner for Refugees,130,Oceanside High School,,,,,,,,,,,,,,
86,Malta,98,United Nations Human Rights Council,130,Oceanside High School,,,,,,,,,,,,,,
94,Germany,98,United Nations Human Rights Council,130,Oceanside High School,,,,,,,,,,,,,,
268,USA,106,United Nations International Children’s Emergency Fund,130,Oceanside High School,,,,,,,,,,,,,,
285,Somalia,106,United Nations International Children’s Emergency Fund,130,Oceanside High School,,,,,,,,,,,,,,
257,Cuba,107,UN Women,157,PASA,,,,,,,,,,,,,,
188,United Kingdom,99,European Union,157,PASA,,,,,,,,,,,,,,
432,Germany,101,Security Council,157,PASA,,,,,,,,,,,,,,
848,Le Monde 1,83,Press Corps (2019),157,PASA,,,,,,,,,,,,,,
792,Otto von Bismarck,113,Frankfurt Parliament (1848),157,PASA,,,,,,,,,,,,,,
527,John Culver - Indiana,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),157,PASA,,,,,,,,,,,,,,
586,Argentina,95,Accelerando 2030,155,Portsmouth Abbey,,,,,,,,,,,,,,
600,Position 13,81,Ad-Hoc,155,Portsmouth Abbey,,,,,,,,,,,,,,
7,Chad,109,African Union,155,Portsmouth Abbey,,,,,,,,,,,,,,
711,Germany,85,UN Climate Change Conference (2020),155,Portsmouth Abbey,,,,,,,,,,,,,,
554,"Jeffery Donaldson, Democratic Unionist Party Chief Whip",93,Brexit,118,Sharon High School,,,,,,,,,,,,,,
543,Cleta Mitchell - Oklahoma,79,Convention on the Elimination of all Forms of Discrimination Against Women (CEDAW),118,Sharon High School,,,,,,,,,,,,,,
521,Pierre Gaspard Chaumette,80,Estates General (1789),118,Sharon High School,,,,,,,,,,,,,,
