school_name,position_id,position_name
The Heschel School,Sri Lankan Parliament:Shanthi Sriskandarasa
The Heschel School,Australian Parliament:Bridget McKenzie
The Heschel School,Sherpa + Nepalese Government:Madhu Sudan Burlakoti
The Heschel School,ICC:Colombia
The Heschel School,Holy Alliance:Karl Ludwig von Bruck
The Heschel School,Singapore Crisis:Lim Yew Hock
The Heschel School,Egypt Protestors:Ahmed Maher of the April 6th Movement
The Heschel School,US (Cuba):14
The Heschel School,Hungary:Ferenc Duschek.
Newton North,African Union:Seychelles
Newton North,DISEC:Tajikistan
Newton North,Environmental Assembly:Cambodia
Newton North,ECOSOC:Cambodia
Newton North,"EPA:Alvin Alm, Assistant Administrator for Planning and Management"
Newton North,ICC:Tunisia
Newton North,Zanzibar Revolutionary Government:19
Newton North,Guadalajara:Yucatán
Newton North,Peter the Great:Prince Yury Trubetskoy
Newton North,Cuba:Carlos Rafael Rodríguez
Newton North,Egyptian Government:9
Newton North,Columbian Crisis:Head of US Drug Enforcement Administration
Newton North,Egyptian Government:5
Newton North,US (Cuba):10
Vermont Commons,EU:Finland 
Vermont Commons,Environmental Assembly:Iran
Vermont Commons,ECOSOC:Iran
Vermont Commons,Arab League:Syria
Vermont Commons,Westphalia:Netherlands
Vermont Commons,Global Nato:Estonia
Vermont Commons,Algeciras:Henri Dupont
Vermont Commons,Sri Lankan Parliament:Kamala Ranathunga
Vermont Commons,EPA:Assistant Administrator for the Office of Air and Radiation;
Vermont Commons,Egypt Protestors:Lina Ben Mhenni of the Youth Protesters Group
Vermont Commons,Egypt Protestors:Youssef Hannibal of the Popular Front
Vermont Commons,Singapore Crisis:Ong Eng Guan
Vermont Commons,Egypt Protestors:Sameh Naguib of the Revolutionary Socialists
Burr and Burton Academy,African Union:Western Sahara
Burr and Burton Academy,WHO:Argentina
Burr and Burton Academy,UN Women:Argentina
Burr and Burton Academy,Zanzibar Revolutionary Government:11
Burr and Burton Academy,Westphalia:Bavaria
Burr and Burton Academy,Italy:Cesare Balbo (Prime Minister of Sardinia)
Burr and Burton Academy,Cuba:Haydée Santamaría Cuadrado
Burr and Burton Academy,Columbian Crisis:Minister of Foreign Affairs
Fayetteville-Manlius,Security Council:PALESTINIAN TERRITORIES
Fayetteville-Manlius,Environmental Assembly:Belgium
Fayetteville-Manlius,ECOSOC:Belgium
Fayetteville-Manlius,Security Council:EGYPT
Fayetteville-Manlius,Plenary:Bangladesh
Fayetteville-Manlius,SpecPol:Bangladesh
Fayetteville-Manlius,UNHCR:Mexico
Fayetteville-Manlius,UNDP:Mexico
Fayetteville-Manlius,UNHCR:Austria
Fayetteville-Manlius,UNDP:Austria
Fayetteville-Manlius,UNHCR:Canada
Fayetteville-Manlius,UNDP:Canada
Fayetteville-Manlius,ECOSOC:El Salvador
Fayetteville-Manlius,UNHCR:El Salvador
Fayetteville-Manlius,SpecPol:Hungary
Fayetteville-Manlius,EU:Hungary
Fayetteville-Manlius,Plenary:Bulgaria
Fayetteville-Manlius,SpecPol:Bulgaria
Fayetteville-Manlius,HRC:Bulgaria
Fayetteville-Manlius,DISEC:Bulgaria
Fayetteville-Manlius,Plenary:France
Fayetteville-Manlius,SpecPol:France
Fayetteville-Manlius,SpecPol:Brazil
Fayetteville-Manlius,HRC:Brazil
Fayetteville-Manlius,HRC:Egypt
Fayetteville-Manlius,Global Nato:Latvia
Fayetteville-Manlius,EPA:Assistant Administrator for the Office of Environmental Information
Fayetteville-Manlius,Gulf States:Hamad bin Ali Al Attiyah
Fayetteville-Manlius,Gulf States:Sheikh Mohammed bin Rashid Al Maktoum
Fayetteville-Manlius,Italy:Pius IX (Pope)
Hopkinton,African Union:Liberia
Hopkinton,WHO:Greece
Hopkinton,Rashidun Caliphate:Youssef Abboud
Hopkinton,Sri Lankan Parliament:Duminda Dissanayake
Hopkinton,Singapore Crisis:David Marshall
Hopkinton,US (Cuba):3
Wyoming Seminary,EU:Malta 
Wyoming Seminary,WHO:Italy
Wyoming Seminary,WHO:Italy
Wyoming Seminary,EU:Czech Republic 
Wyoming Seminary,African Union:Ethiopia
Wyoming Seminary,Environmental Assembly:Australia
Wyoming Seminary,ECOSOC:Australia
Wyoming Seminary,Environmental Assembly:United Kingdom
Wyoming Seminary,ECOSOC:United Kingdom
Wyoming Seminary,UNHCR:Egypt
Wyoming Seminary,UNDP:Egypt
Wyoming Seminary,DISEC:Brazil
Wyoming Seminary,Zanzibar Revolutionary Government:2
Wyoming Seminary,Sherpa + Nepalese Government:Nimadoma Sherpa
Wyoming Seminary,Australian Parliament:Simon Birmingham
Wyoming Seminary,"EPA:John R. Quarles, Jr. 1st General Counsel to the EPA"
Wyoming Seminary,Egypt Protestors:Alaa al Aswani with Kefaya
Wyoming Seminary,Singapore Crisis:Poh Soo Kai
Concord Academy,Arab League:Lebanon
Concord Academy,African Union:Sudan
Concord Academy,Arab League:Sudan
Concord Academy,UNHCR:Algeria
Concord Academy,UNDP:Algeria
Concord Academy,Global Nato:Australia
Concord Academy,Algeciras:Amelia Smith
Concord Academy,Sri Lankan Parliament:Malani Fonseka
Concord Academy,Sri Lankan Parliament:Vijayakala Maheswaran
Concord Academy,Hungary:László Csány.
Concord Academy,Italy:Eusebio Bava (Sardinian General)
Concord Academy,Muslim Brotherhood:Mohammed Hussein
Concord Academy,Singapore Crisis:Ahmad bin Ibrahim
Octorara,Arab League:Yemen
Octorara,Security Council:ISRAEL
Octorara,WHO:Austria
Octorara,Australian Parliament:Chris Back
Octorara,British Parliament:Edmund Burke
Octorara,US (Cuba):15
Octorara,Columbian Crisis:Minister of Health and Social Security
Octorara,Gulf States:Tariq Mubarak bin Dayna
St. George's,EU:Luxembourg 
St. George's,WHO:Mexico
St. George's,UN Women:Mexico
St. George's,Environmental Assembly:Turkey
St. George's,ECOSOC:Turkey
St. George's,Algeciras:Matthew Hobbes
St. George's,Westphalia:France
St. George's,British Parliament:Anthony Bacon
St. George's,Westphalia:Austria (German Habsburgs) 2
St. George's,Sherpa + Nepalese Government:Pasang Bhote
Millbrook,EU:Estonia
Millbrook,Environmental Assembly:Costa Rica
Millbrook,Environmental Assembly:Argentina
Millbrook,ECOSOC:Argentina
Millbrook,Plenary:Bahrain
Millbrook,SpecPol:Bahrain
Millbrook,Sri Lankan Parliament:Karu Jayasuria
Millbrook,Sherpa + Nepalese Government:Todd Burleson
Millbrook,Algeciras:Hans Schneider
Millbrook,Muslim Brotherhood:Mohammed Ghozlan
Millbrook,Hungary:Lázár Mészáros
Millbrook,Egypt Protestors:Ahmed Douma of the April 6th Movement
Herricks,EU:Slovakia 
Herricks,Arab League:Oman
Herricks,Plenary:Armenia
Herricks,SpecPol:Armenia
Herricks,UNHCR:Italy
Herricks,UNDP:Italy
Herricks,Plenary:Israel
Herricks,SpecPol:Israel
Herricks,SpecPol:Finland
Herricks,HRC:Finland
Herricks,SpecPol:United Kingdom
Herricks,EU:United Kingdom
Herricks,EU:Latvia
Herricks,Environmental Assembly:India
Herricks,ECOSOC:India
Herricks,Plenary:India
Herricks,SpecPol:India
Herricks,UNDP:Morocco
Herricks,Plenary:Morocco
Herricks,Plenary:Cameroon
Herricks,SpecPol:Cameroon
Herricks,UNDP:El Salvador
Herricks,Plenary:El Salvador
Herricks,HRC:Russia
Herricks,DISEC:Russia
Herricks,Peter the Great:Baron Aleksandr Stroganov
Herricks,Zanzibar Revolutionary Government:6
Herricks,Gulf States:Yusuf bin Alawi bin Abdullah
Herricks,Italy:Leopold II (Grand Duke of Tuscany)
Herricks,Singapore Crisis:Seow Peck Leng
Hackley,African Union:Benin
Hackley,Security Council:BOLIVIA
Hackley,UNHCR:Iran
Hackley,UNDP:Iran
Hackley,Environmental Assembly:Afghanistan
Hackley,ECOSOC:Afghanistan
Hackley,HRC:Bahrain
Hackley,DISEC:Bahrain
Hackley,Arab League:Iraq
Hackley,HRC:Canada
Hackley,DISEC:Canada
Hackley,UNHCR:Cameroon
Hackley,UNDP:Cameroon
Hackley,HRC:France
Hackley,DISEC:France
Hackley,Arab League:Bahrain
Hackley,UNHCR:India
Hackley,UNDP:India
Hackley,ICC:Mali
Hackley,Global Nato:Canada
Hackley,Sherpa + Nepalese Government:Tilak Ram Pandey
Hackley,"EPA:Gary Baise, First Chief of Staff to the first US EPA Administrator"
Hackley,Sherpa + Nepalese Government:Lapka Rita
Hackley,Columbian Crisis:Minister of Mines and Energy
Hackley,Singapore Crisis:Lim Hock Siew
New Canaan,WHO:Turkey
New Canaan,UN Women:Turkey
New Canaan,Security Council:UK
New Canaan,African Union:Mauritius
New Canaan,Security Council:FRANCE
New Canaan,UNHCR:Afghanistan
New Canaan,UNDP:Afghanistan
New Canaan,Environmental Assembly:Russia
New Canaan,ECOSOC:Russia
New Canaan,UNHCR:Cambodia
New Canaan,UNDP:Cambodia
New Canaan,Plenary:Austria
New Canaan,SpecPol:Austria
New Canaan,Global Nato:United States
New Canaan,Sherpa + Nepalese Government:Ang Nimi
New Canaan,Sri Lankan Parliament:Ravi Karunanayake
New Canaan,Global Nato:Lithuania
New Canaan,"EPA:Rachel Carson, Author of book Silent Spring"
New Canaan,Zanzibar Revolutionary Government:1
New Canaan,Zanzibar Revolutionary Government:4
New Canaan,Australian Parliament:Doug Cameron
New Canaan,Singapore Crisis:Lee Kuan Yew
New Canaan,Holy Alliance:Josip Jelačić
New Canaan,Holy Alliance:Count Karl Ludwig von Ficquelmont
St. Andrew's,Security Council:CHINA
St. Andrew's,Arab League:United Arab Emirates
St. Andrew's,Rashidun Caliphate:Zubayr
St. Andrew's,Guadalajara:Caquetá
St. Andrew's,Guadalajara:Piura
St. Andrew's,"British Parliament:Frederick North, Lord North"
St. Andrew's,Columbian Crisis:Minister of Foreign Trade
St. Andrew's,Cuba:Celía Sanchéz Manduley
St. Andrew's,Cuba:Guillermo García Frías
St. Andrew's,Cuba:Vilma Lucila Espín Guillois
American Heritage Plantation,African Union:South Africa
American Heritage Plantation,UNHCR:Armenia
American Heritage Plantation,UNDP:Armenia
American Heritage Plantation,Plenary:Mexico
American Heritage Plantation,SpecPol:Mexico
American Heritage Plantation,WHO:Egypt
American Heritage Plantation,UN Women:Egypt
American Heritage Plantation,ECOSOC:Morocco
American Heritage Plantation,UNHCR:Morocco
American Heritage Plantation,Global Nato:South Africa
American Heritage Plantation,Peter the Great:Baron Andrey Osterman
American Heritage Plantation,Guadalajara:Papua
American Heritage Plantation,ICC:Jordan
American Heritage Plantation,Rashidun Caliphate:Talhah
American Heritage Plantation,EPA:Assistant Administrator for the Office of International and Tribal Affairs;
American Heritage Plantation,British Parliament:James Townsend
American Heritage Plantation,Australian Parliament:Fiona Nash
American Heritage Plantation,US (Cuba):8
American Heritage Plantation,"Holy Alliance:Alfred I, Prince of Windisch-Grätz"
American Heritage Plantation,Singapore Crisis:Sinnathamby Rajaratnam
Belmont Hill,WHO:South Korea
Belmont Hill,UN Women:South Korea
Belmont Hill,Plenary:Afghanistan
Belmont Hill,SpecPol:Afghanistan
Belmont Hill,Guadalajara:Campeche
Belmont Hill,Westphalia:France 2
Belmont Hill,Guadalajara:Central Kalimantan
Belmont Hill,ICC:Portugal
Belmont Hill,Westphalia:Spain
Belmont Hill,Westphalia:Bavaria 2
Belmont Hill,Holy Alliance:Princess Sophie of Bavaria
Belmont Hill,Holy Alliance:Albrecht Graf von Bernstorff
Belmont Hill,Columbian Crisis:Minister of National Defence
Belmont Hill,Hungary:Lajos Kossuth
Belmont Hill,Italy:Antonio Franzini (Sardinian Minister of War)
Belmont Hill,Columbian Crisis:Minister of National Education
