school_name,position_id,position_name
Colegio Maya,ICC:El Salvador
Colegio Maya,Australian Parliament:James McGrath
Colegio Maya,Guadalajara:Aceh
Colegio Maya,Algeciras:Karl Kofler
Colegio Maya,Columbian Crisis:Deputy Justice Minister
Colegio Maya,Egyptian Government:1
Colegio Maya,Gulf States:Sheikh Jaber Al-Mubarak Al-Hamad Al-Sabah
Colegio Maya,Singapore Crisis:Fong Swee Suan
Colegio Maya,Gulf States:Commander Mutlaq bin Salem Al Azima
Sharon,African Union:Senegal
Sharon,Arab League:Kuwait
Sharon,EU:Austria 
Sharon,EU:Croatia
Sharon,"Second Council of Lyon:Nicholas II of Alexandria, Patriarch of Alexandria"
Sharon,Peter the Great:Prince Vasily Golitsyn
Sharon,Rashidun Caliphate:Hamza Sayeed
Sharon,ICC:Bosnia and Herzegovina
Sharon,Italy:Guglielmo Pepe (General of the Kingdom of the Two Sicilies)
Sharon,Gulf States:Nasser Al-Sabah
Sharon,Muslim Brotherhood:Mohammed al-Beltagy
Sharon,Columbian Crisis:Minister of Economic Development
Fryeburg Academy,Security Council:URUGUAY
Fryeburg Academy,WHO:Israel
Fryeburg Academy,Sri Lankan Parliament:R. Sampanthan
Fryeburg Academy,Australian Parliament:Penny Wong
Fryeburg Academy,Hungary:Franz Schuselka
Fryeburg Academy,Hungary:Count Franz Philipp von Lamberg
Montclair Kimberley Academy,EU:Lithuania
Montclair Kimberley Academy,WHO:Finland
Montclair Kimberley Academy,UN Women:Finland
Montclair Kimberley Academy,Arab League:Qatar
Montclair Kimberley Academy,Plenary:Pakistan
Montclair Kimberley Academy,SpecPol:Pakistan
Montclair Kimberley Academy,HRC:Bangladesh
Montclair Kimberley Academy,DISEC:Bangladesh
Montclair Kimberley Academy,Arab League:Saudi Arabia
Montclair Kimberley Academy,Environmental Assembly:Morocco
Montclair Kimberley Academy,Australian Parliament:Chris Ketter
Montclair Kimberley Academy,Algeciras:David Bensimon
Montclair Kimberley Academy,Australian Parliament:Malcolm Turnbull
Montclair Kimberley Academy,Zanzibar Revolutionary Government:16
Montclair Kimberley Academy,Sri Lankan Parliament:Tilak Marapana
Montclair Kimberley Academy,Singapore Crisis:Toh Chin Chye
NYC Lab,WHO:Saudi Arabia
NYC Lab,UN Women:Saudi Arabia
NYC Lab,Environmental Assembly:Jordan
NYC Lab,ECOSOC:Jordan
NYC Lab,UNHCR:Bahrain
NYC Lab,UNDP:Bahrain
NYC Lab,Plenary:Australia
NYC Lab,Zanzibar Revolutionary Government:17
NYC Lab,British Parliament:John Huske
NYC Lab,Zanzibar Revolutionary Government:15
NYC Lab,Rashidun Caliphate:Hussein
NYC Lab,Global Nato:Turkey
NYC Lab,ICC:Kenya
NYC Lab,Global Nato:Germany
NYC Lab,Guadalajara:Cross River State
NYC Lab,Sherpa + Nepalese Government:Ang Tshering Sherpa
NYC Lab,EPA:Assistant Administrator for the Office of Solid Waste;
NYC Lab,Muslim Brotherhood:Saad al-Husseini
NYC Lab,Muslim Brotherhood:Hussein Ibrahim
NYC Lab,Cuba:Alfredo Guevara Valdés
Stuyvesant,WHO:Bangladesh
Stuyvesant,UN Women:Bangladesh
Stuyvesant,African Union:Gambia
Stuyvesant,HRC:Belgium
Stuyvesant,DISEC:Belgium
Stuyvesant,African Union:Eritrea
Stuyvesant,EU:Slovenia 
Stuyvesant,HRC:Mexico
Stuyvesant,DISEC:Mexico
Stuyvesant,DISEC:Central African Republic
Stuyvesant,African Union:Central African Republic
Stuyvesant,UNDP:United Kingdom
Stuyvesant,Plenary:United Kingdom
Stuyvesant,Environmental Assembly:Egypt
Stuyvesant,ECOSOC:Egypt
Stuyvesant,SpecPol:El Salvador
Stuyvesant,HRC:El Salvador
Stuyvesant,DISEC:Egypt
Stuyvesant,African Union:Egypt
Stuyvesant,SpecPol:Morocco
Stuyvesant,HRC:Morocco
Stuyvesant,Guadalajara:Maranhão
Stuyvesant,Peter the Great:General Patrick Gordon
Stuyvesant,Sri Lankan Parliament:Thilanga Sumathipala
Stuyvesant,Algeciras:Ekaterina Neverova
Stuyvesant,Sherpa + Nepalese Government:Bhim Prasad Acharya
Stuyvesant,"Second Council of Lyon:King James of Aragon, King of Aragon"
Stuyvesant,Sri Lankan Parliament:Lakshman Kiriella
Stuyvesant,Italy:Daniele Manin (President of the Republic of San Marco)
Stuyvesant,Hungary:Ferenc Deák.
Meridian Academy,Security Council:ITALY
Meridian Academy,African Union:Equatorial Guinea
Meridian Academy,African Union:Namibia
Meridian Academy,Zanzibar Revolutionary Government:3
Meridian Academy,Zanzibar Revolutionary Government:8
Meridian Academy,ICC:Burundi
Meridian Academy,Cuba:Antonio Núñez Jiménez
Meridian Academy,Egypt Protestors:Mohammed Adel of April 6th Movement and Kefaya
Meridian Academy,US (Cuba):16
Thomas A. Edison CTE,Security Council:RUSSIA
Thomas A. Edison CTE,WHO:Bahrain
Thomas A. Edison CTE,UN Women:Bahrain
Thomas A. Edison CTE,UNHCR:Jordan
Thomas A. Edison CTE,UNDP:Jordan
Thomas A. Edison CTE,ECOSOC:Central African Republic
Thomas A. Edison CTE,UNHCR:Central African Republic
Thomas A. Edison CTE,African Union:Cape Verde
Thomas A. Edison CTE,UNHCR:United Kingdom
Thomas A. Edison CTE,Rashidun Caliphate:Ahmad Nassar
Thomas A. Edison CTE,ICC:New Zealand
Thomas A. Edison CTE,Rashidun Caliphate:Muawiyah I
Thomas A. Edison CTE,Peter the Great:Count Pavel Yaguzhinsky
Thomas A. Edison CTE,US (Cuba):12
Thomas A. Edison CTE,Singapore Crisis:Lee Siew Choh
Hopkins School ,EU:Netherlands
Hopkins School ,WHO:Iran
Hopkins School ,UN Women:Iran
Hopkins School ,Security Council:JAPAN
Hopkins School ,WHO:Bulgaria
Hopkins School ,UN Women:Bulgaria
Hopkins School ,ECOSOC:Italy
Hopkins School ,UNHCR:Italy
Hopkins School ,ECOSOC:Hungary
Hopkins School ,UNHCR:Hungary
Hopkins School ,SpecPol:Italy
Hopkins School ,Rashidun Caliphate:Khaled Hasan
Hopkins School ,Australian Parliament:Murray Watt
Hopkins School ,"EPA:Philip Angell, Special Assistant to the Administrator (William Ruckelshaus)"
Hopkins School ,Peter the Great:Admiral Franz Lefort
Hopkins School ,Peter the Great:Ambassador/Nobleman Pyotr Tolstoy
Hopkins School ,"Second Council of Lyon:Gualtiero da Vezzano, Bishop of Genoa"
Hopkins School ,Gulf States:Prince Mutaib bin Abdullah
Hopkins School ,US (Cuba):13
Hopkins School ,Gulf States:Prince Khalifa bin Salman Al Khalifa
Lincoln,African Union:Guinea
Lincoln,UNHCR:South Korea
Lincoln,UNDP:South Korea
Lincoln,Arab League:Palestine
Lincoln,UN Women:Italy
Lincoln,UN Women:Italy
Lincoln,UNDP:Central African Republic
Lincoln,Plenary:Central African Republic
Lincoln,Plenary:Belgium
Lincoln,SpecPol:Belgium
Lincoln,British Parliament:James Harris
Lincoln,Global Nato:Brazil
Lincoln,Peter the Great:Cossack Hetman Ivan Skoropadsky
Lincoln,Global Nato:Japan
Lincoln,Australian Parliament:Catryna Bilyk
Lincoln,Zanzibar Revolutionary Government:7
Lincoln,Columbian Crisis:Minister of Labour
Lincoln,Holy Alliance:Archduke Louis
Lincoln,US (Cuba):7
Lincoln,Egyptian Government:4
Clayton A. Bouton,African Union:Niger
Clayton A. Bouton,UN Women:Austria
Clayton A. Bouton,ECOSOC:Austria
Clayton A. Bouton,African Union:Algeria
Clayton A. Bouton,Arab League:Algeria
Clayton A. Bouton,HRC:Afghanistan
Clayton A. Bouton,DISEC:Afghanistan
Clayton A. Bouton,Plenary:United States
Clayton A. Bouton,SpecPol:United States
Clayton A. Bouton,HRC:Cambodia
Clayton A. Bouton,DISEC:Cambodia
Clayton A. Bouton,UNHCR:Russia
Clayton A. Bouton,UNDP:Russia
Clayton A. Bouton,HRC:Cameroon
Clayton A. Bouton,African Union:Cameroon
Clayton A. Bouton,Plenary:Russia
Clayton A. Bouton,SpecPol:Russia
Clayton A. Bouton,Sherpa + Nepalese Government:Pasang Tenzing Sherpa
Clayton A. Bouton,"EPA:CEO, U.S. Steel Corporation"
Clayton A. Bouton,Westphalia:Sweden
Clayton A. Bouton,Second Council of Lyon:Rychaldus
Clayton A. Bouton,Zanzibar Revolutionary Government:9
Clayton A. Bouton,Egyptian Government:8
Clayton A. Bouton,Gulf States:Prince Salman bin Hamad bin Isa Al Khalifa
King,African Union:DR Congo
King,Environmental Assembly:Armenia
King,ECOSOC:Armenia
King,WHO:Brazil
King,UN Women:Brazil
King,UNHCR:Belgium
King,UNDP:Belgium
King,Plenary:Turkey
King,SpecPol:Turkey
King,UNHCR:Brazil
King,UNDP:Brazil
King,British Parliament:Samuel Martin
King,Westphalia:Sweden 2
King,Global Nato:South Korea
King,Westphalia:Venice
King,Peter the Great:Empress Catherine I
King,Westphalia:Swiss Confederacy 2
King,Sherpa + Nepalese Government:Ellen Gallant
King,Holy Alliance:Josef Radetsky
King,Cuba:Aníbal Escalante Dellundé
Barrington,EU:Portugal
Barrington,WHO:United Kingdom
Barrington,UN Women:United Kingdom
Barrington,Environmental Assembly:South Korea
Barrington,ECOSOC:South Korea
Barrington,African Union:Swaziland
Barrington,UNHCR:Israel
Barrington,UNDP:Israel
Barrington,HRC:Algeria
Barrington,DISEC:Algeria
Barrington,HRC:China
Barrington,DISEC:China
Barrington,EU:Cyprus
Barrington,HRC:Greece
Barrington,DISEC:Greece
Barrington,British Parliament:Henry Dawkins
Barrington,Rashidun Caliphate:Bilal Habeeb
Barrington,Westphalia:Brandenburg-Prussia 2
Barrington,Guadalajara:Catalonia
Barrington,Muslim Brotherhood:Mohammed Morsi
Barrington,Hungary:Bertalan Szemere
Barrington,US (Cuba):1
Bronx Science,African Union:Burundi
Bronx Science,Environmental Assembly:China
Bronx Science,ECOSOC:China
Bronx Science,Environmental Assembly:Canada
Bronx Science,ECOSOC:Canada
Bronx Science,WHO:Pakistan
Bronx Science,UN Women:Pakistan
Bronx Science,ICC:Nigeria
Bronx Science,"Second Council of Lyon:Jean de Nanteuil, Bishop of Troyes"
Bronx Science,ICC:Mongolia
Bronx Science,Australian Parliament:Glenn Sterle
Bronx Science,ICC:Brazil
Bronx Science,Zanzibar Revolutionary Government:12
Bronx Science,Westphalia:Saxony
Bronx Science,Peter the Great:Ambassador Boris Kurakin
Bronx Science,ICC:Malta
Bronx Science,Zanzibar Revolutionary Government:5
Bronx Science,"Second Council of Lyon:Eudoxius of Constantinople, Byzantine Delegate Representing Michael VIII Palaeologus"
Bronx Science,Global Nato:China
Bronx Science,Hungary:István Széchenyi.
Bronx Science,Holy Alliance:Hans Kudlich
Bronx Science,Gulf States:Badr bin Saud al Busaidi
Bronx Science,Egyptian Government:11
Bronx Science,Columbian Crisis:Minister of Agriculture and Rural Development
BU Academy,Environmental Assembly:Algeria
BU Academy,ECOSOC:Algeria
BU Academy,EU:Spain 
BU Academy,WHO:Belgium
BU Academy,UN Women:Belgium
BU Academy,Rashidun Caliphate:Hassan
BU Academy,Guadalajara:Jalisco
BU Academy,Guadalajara:Chiapas
BU Academy,Peter the Great:Count Gavriil Golovkin
BU Academy,EPA:Roy L. Ash of the President's Commission on Executive Reorganization
BU Academy,Egypt Protestors:Hossam el Hamalawy of the Revolutionary Socialists
BU Academy,Hungary:Kázmér Batthyány.
BU Academy,Cuba:Ramiro Valdés Menéndez
BU Academy,Singapore Crisis:Thio Chan Bee
Lexington,African Union:Tunisia
Lexington,Arab League:Tunisia
Lexington,African Union:Chad
Lexington,Environmental Assembly:Bangladesh
Lexington,Australian Parliament:Helen Polley
Lexington,Algeciras:Nassim Bennani
Lexington,Australian Parliament:Barry O’Sullivan
Lexington,Muslim Brotherhood:Essam al-Erian
Lexington,Cuba:Juan Almeida Bosque
Lexington,Egypt Protestors:Ayman Nour of the Ghad El-Thawra Party
PASA,EU:Ireland 
PASA,Environmental Assembly:Sweden
PASA,EU:Sweden
PASA,ECOSOC:Bangladesh
PASA,UNHCR:Bangladesh
PASA,WHO:Syrian Arab Republic
Guilderland,African Union:Kenya
Guilderland,WHO:Canada
Guilderland,UN Women:Canada
Guilderland,African Union:Angola
Guilderland,Environmental Assembly:Brazil
Guilderland,ECOSOC:Brazil
Guilderland,DISEC:Argentina
Guilderland,HRC:Hungary
Guilderland,DISEC:Hungary
Guilderland,HRC:Italy
Guilderland,HRC:Italy
Guilderland,Plenary:Egypt
Guilderland,SpecPol:Egypt
Guilderland,HRC:United Kingdom
Guilderland,DISEC:United Kingdom
Guilderland,Sherpa + Nepalese Government:Sumit Joshi
Guilderland,Global Nato:France
Guilderland,"Second Council of Lyon:Maurizio Di Gaetano, Delegate from Sicily, Representing Charles of Anjou"
Guilderland,Guadalajara:Cavally
Guilderland,ICC:Afghanistan
Guilderland,Westphalia:Brandenburg-Prussia
Guilderland,Sri Lankan Parliament:K. Kodeeswaran
Guilderland,Egyptian Government:14
Guilderland,Muslim Brotherhood:Saad al-Katatni
Whitman-Hanson,Environmental Assembly:Saudi Arabia
Whitman-Hanson,ECOSOC:Saudi Arabia
Whitman-Hanson,WHO:France
Whitman-Hanson,UN Women:France
Whitman-Hanson,Westphalia:Spain 2
Whitman-Hanson,"British Parliament:Thomas Pitt, 1st Baron Camelford"
Whitman-Hanson,Australian Parliament:David Bushby
Whitman-Hanson,Australian Parliament:Ian Macdonald
Whitman-Hanson,Singapore Crisis:Abdul Hamid bin Jumat
Whitman-Hanson,Italy:Giuseppe Mazzini (Leader of Young Italy)
Whitman-Hanson,Hungary:Paul Anton Esterházy
Whitman-Hanson,Gulf States:Hamdan bin Rashid Al Maktou
Wheeler,WHO:Algeria
Wheeler,UN Women:Algeria
Wheeler,African Union:Zimbabwe
Wheeler,African Union:Guinea-Bissau
Wheeler,Environmental Assembly:Bahrain
Wheeler,ECOSOC:Bahrain
Wheeler,HRC:Iran
Wheeler,DISEC:Iran
Wheeler,UNHCR:Pakistan
Wheeler,UNDP:Pakistan
Wheeler,British Parliament:Henry Fox
Wheeler,Global Nato:India
Wheeler,Westphalia:Austria (German Habsburgs)
Wheeler,"British Parliament:Welbore Ellis, 1st Baron Mendip"
Wheeler,Rashidun Caliphate:Jamil Asfour
Wheeler,Australian Parliament:John Williams
Wheeler,Guadalajara:Pará
Wheeler,Italy:Victor Emmanuel (Prince of Piedmont)
Wheeler,Cuba:Blas Roca Calderío
Wheeler,Muslim Brotherhood:Essam al-Haddad
The Heschel School,EU:Denmark
The Heschel School,WHO:Jordan
The Heschel School,UN Women:Jordan
The Heschel School,UNHCR:Australia
The Heschel School,UNDP:Australia
The Heschel School,Peter the Great:Archbishop Stefan Yavorsky
